token,frequency
"saçın,",9
"qıl,",9
"dil,",9
yaşını,9
"düşsün,",9
şərabın,9
Fərhadın,9
başım,9
"gəldim,",9
Küçənin,9
"tapılmaz,",9
"istəsən,",9
Canını,9
cövhər,9
fitnə,9
ağzının,9
"sevər,",9
eşqdən,9
Ən,9
Canımın,9
"qurban,",9
könlün,9
"fayda,",9
canlar,9
məskəni,9
"deyirəm,",9
küfr,9
dəva,9
hüsn,9
"eylər,",9
təsiri,9
"qafil,",9
Cananın,9
ayağı,9
"dəyər,",9
"istərsən,",9
eşqlə,9
feyzi,9
Sanma,9
İsaya,9
bilmərəm,9
etməyi,9
mübtəla,9
Zahidin,9
bəsdir.,9
gözlərinin,9
təqdim,9
gücü,9
mənimlə,9
gözəlliyinin,9
gecələr,9
"gəlsə,",9
Acı,9
sözlərin,9
ayağının,9
göylərin,9
"etmişdir,",9
qorxu,9
Məhəbbət,9
şəhla,9
məclisinin,9
dövrün,9
irfan,9
"axtar,",9
qiymətli,9
yaxın,9
meyxana,9
şama,9
viranə,9
mərd,9
tapa,9
"ah,",9
çıxdı.,9
etdin,9
bilikli,9
Könlümü,9
məni.,9
qaşlarının,9
xarab,9
Sərxoş,9
yanından,9
xəttini,9
Yolunda,9
dodaqlarını,9
çəkmə,9
üzdən,9
sual,9
Güman,9
güllər,9
Sözünü,9
Gərək,9
"mələk,",9
"gözəllik,",9
"qoyub,",9
dadlı,9
ürəkdən,9
çatar?,9
"deyiləm,",9
"döndü,",9
həkim,9
Başa,9
tac,9
bənd,9
gülşəndə,9
Həyat,9
peyğəmbər,9
kamal,9
kəlam,9
Vəfa,9
yuxuda,9
də.,9
rəğbət,9
"Əlbəttə,",9
Dərdə,9
Rəbb!,9
cövrü,9
fəhm,9
etdiyim,9
üzərində,9
Gözünü,9
qalmasın.,9
"daim,",9
gözümdə,9
hüsnünün,9
Parlaq,9
görüb.,9
"Gözüm,",9
"sevdiyim,",9
dövlətli,9
"qoy,",9
"ağlar,",9
xəndan,9
bənövşə,9
işıq,9
tər,9
tutdu.,9
De,9
"görüm,",9
"sədəfdir,",9
salmış,9
Yusifin,9
olmasın,9
ağır,9
vətən,9
Həsrət,9
təravətli,9
pərdəni,9
nazil,9
niqab,9
betər,9
qiymət,9
Demə,9
"atdı,",9
"qara,",9
olmasa.,9
düşmənin,9
Zəmanə,9
Dövlət,9
yolun,9
Uzun,9
olmur.,9
hanı,9
iç,9
Cümə,9
adına,9
Dəf,9
yandı,9
söylə,9
"cahanda,",9
Hikmət,9
tök,9
dəvət,9
ağacdan,9
özüm,9
nəqş,9
nicat,9
bilir.,9
"nigarım,",9
Yoxdur,9
"xoşdur,",9
Kamal,9
görməz,9
Sultan,9
Baxmayaraq,9
məhşər,9
şəhərə,9
"gülüm,",9
sözlər,9
hücum,9
Əzəl,9
yoldan,9
"göründü,",9
kənarında,9
ayəsi,9
nəfəsi,9
biçarə,9
tələ,9
Kimdir,9
könüldən,9
gəlsin,9
yel,9
"ilahi,",9
Şəriət,9
geniş,9
kifayətdir,9
bədənli,9
gələndə,9
əlimdən,9
vəhdət,9
olmadı,9
"başı,",9
həsrətindən,9
susuz,9
vermərəm.,9
axır.,9
"indi,",9
arzulayır.,9
"at,",9
salma,9
deyir:,9
"Xətaiyəm,",9
"şirin,",9
aman!,9
Durub,9
eşşək,9
neçün,9
oxşar,9
Keçən,9
irəli,9
Gedib,9
süfrə,9
düz,9
dövrüdür.,9
sal.,9
Azərbaycan,9
keçsinmi?,9
pislik,9
"ötrü,",9
geyinsin,9
ac,9
yavaş-yavaş.,9
Hüseynin,9
ölürəm.,9
"İnan,",9
gələ!,9
sənət,8
küçəsində,8
gəzən,8
Qəflət,8
camalının,8
tapmaq,8
niqabı,8
bağa,8
Saf,8
təsvir,8
ətəyini,8
kəsmək,8
"etmişdi,",8
qəmzən,8
imtahan,8
dövləti,8
ayıq,8
xəlvət,8
Məsih,8
cismi,8
istərəm,8
təvaf,8
qəminin,8
ülfət,8
arzulayar.,8
gözlərinə,8
təbiəti,8
Yaşıl,8
düzgün,8
davamlı,8
cəfası,8
uyğun,8
"verdin,",8
xurma,8
Səbr,8
saat,8
açar.,8
sirlərini,8
güman,8
"ağıllı,",8
"çatmaz,",8
zat,8
"versə,",8
ram,8
dəryasına,8
"bilmirəm,",8
içmək,8
"gecə,",8
tut.,8
piyalə,8
Cəmşidin,8
məclisə,8
məğrur,8
Qəlb,8
əsəri,8
Süleymanın,8
peyda,8
əmr,8
sevər.,8
avarə,8
olacaq,8
"tutmuş,",8
odunda,8
ehtiyac,8
Vəhdət,8
töküb,8
vəslini,8
dən,8
"deyər,",8
çətindir,8
qəminə,8
"doludur,",8
çəng,8
Ağzından,8
incilər,8
birini,8
qədri,8
kitabını,8
Gözəllərin,8
ah-nalə,8
vermək,8
"edəndə,",8
sözüm,8
ölüm,8
qılıncını,8
"sərv,",8
kəs.,8
Bağrımı,8
vermədin.,8
"yaşı,",8
Aşiqə,8
"yaxşıdır,",8
gəlmiş,8
əmələ,8
qəlbini,8
xəzinəsinin,8
nail,8
əsl,8
digər,8
möcüzə,8
Asiman,8
sinəsi,8
şərəf,8
dəryaya,8
məclisinə,8
qanla,8
Məcnunun,8
namaz,8
izhar,8
həkim!,8
Dodaqlarının,8
lütflə,8
baxıb,8
sünbül,8
"Könül,",8
hüsnünü,8
"qoyma,",8
sübh.,8
min-min,8
şölə,8
Sadiq,8
soyuq,8
yaşlarımın,8
boylu,8
Qaşlarının,8
qəmzəsi,8
verməz,8
Zaman,8
telləri,8
Zəncir,8
nisbət,8
Qaf,8
şamın,8
"adam,",8
olana,8
sözlərini,8
"Amma,",8
yeyən,8
qadir,8
tacı,8
kef,8
hədiyyə,8
"sus,",8
sifətli,8
geri,8
Təkcə,8
kənara,8
"getməz,",8
"desə,",8
məşğul,8
vacib,8
xəzinəsinə,8
verdim,8
Torpaq,8
fəsli,8
günləri,8
küncündə,8
"soruşdum,",8
almağa,8
"deyir,",8
arzusu,8
Odlu,8
məclisini,8
haldan,8
qulun,8
çoxdur.,8
edənlər,8
vəslinə,8
elan,8
etdilər.,8
"yandırır,",8
"şahım,",8
dərviş,8
düşdüm,8
"tökdü,",8
"yaşını,",8
xəyalın,8
Getdi,8
ehtiyat,8
gəda,8
kabab,8
hətta,8
Əyri,8
varlıq,8
yaxşıdır,8
su.,8
içər.,8
"versin,",8
suyuna,8
Başını,8
bol,8
qanından,8
arif,8
fəzli,8
ruhu,8
Mələklər,8
dəlil,8
zəfər,8
bəxti,8
əfv,8
Daş,8
divan,8
Həq,8
səcdəgahım,8
xətti,8
valeh,8
açım,8
"içim,",8
"nur,",8
zövqlə,8
qəlbimi,8
"Söylə,",8
tuta,8
"əlbət,",8
nəql,8
a,8
"onlar,",8
görüm,8
Qoyma,8
Meyvə,8
"durub,",8
canan!,8
"bizə,",8
altına,8
"sirrini,",8
"söndü,",8
Üz,8
tutdu,8
qəmli,8
əsas,8
yersiz,8
ayrılığından,8
yarım,8
fəğanım,8
"bəli,",8
çəkir.,8
yerindən,8
qüdrətli,8
ipək,8
salan,8
Əli!,8
"deyilsən,",8
əmri,8
edərsən.,8
canım.,8
ceyran,8
"içdi,",8
"sifətli,",8
gördüm.,8
qatında,8
cahil,8
"iç,",8
dənizə,8
Xəyalın,8
Üzündən,8
ov,8
ağrımaz.,8
Xızr,8
eylədi,8
qaşları,8
keçdi,8
mərcan,8
"əsla,",8
şeydən,8
cahana,8
olmadan.,8
Rəhman,8
səkkiz,8
"""Mən",8
"ruhum,",8
Sənsiz,8
Surətin,8
edənin,8
şübhəsiz,8
içi,8
"a,",8
"nə,",8
"durmuş,",8
ağlım,8
"məgər,",8
"yəqin,",8
ömrü,8
tökdü,8
gərəkdir,8
"üzlüm,",8
yar.,8
"hökmdar,",8
"vurdu,",8
Didar,8
Tuba,8
yerin,8
"artıq,",8
oxuyurlar.,8
Xətainin,8
qələndər.,8
"Vaqifəm,",8
başdan,8
sona,8
nazik,8
"göstərib,",8
Mustafa,8
Həsən,8
"gəlin,",8
dilli,8
"yanına,",8
"yerə,",8
olanda,8
deyər:,8
nəfər,8
"versən,",8
tərəf.,8
oldum.,8
Qaçma,8
"qaçma,",8
"görən,",8
günə,8
gəlmədi?,8
atıb,8
sevən,8
istərəm!,8
Demirəm,8
gördü.,8
güclü,8
həcv,8
Qəlbimin,8
cüt,8
sonra.,8
olacaqsan.,8
gülün.,8
inan!,8
inan.,8
torpağı!,8
"vurub,",7
sevdaya,7
Bağ,7
cəhd,7
sirrimi,7
"bəsdir,",7
canda,7
oxunun,7
gülün,7
adətini,7
Ox,7
ciyərim,7
yuxuya,7
qəmin,7
ətəyi,7
qamətin,7
Müşk,7
daşa,7
Boyunun,7
Üzündə,7
bağrımın,7
etmişdi.,7
Zövq,7
şərabdan,7
təməli,7
kamillik,7
"görməmişəm,",7
bədənin,7
şüar,7
"Kim,",7
yenidən,7
könlünə,7
dərgahının,7
təqlid,7
bəyanı,7
Musanın,7
torpağında,7
sular,7
"bəy,",7
peyğəmbərin,7
itaət,7
zikr,7
təlim,7
muradına,7
təmir,7
məşhur,7
hərfi,7
fəryadı,7
Misir,7
Görün,7
oxları,7
olacaq.,7
günbəgün,7
dilər,7
yatan,7
Badə,7
olduqca,7
müyəssər,7
Əl,7
məyus,7
saç,7
zəhərli,7
gülşən,7
Guya,7
göstər,7
"artır,",7
Üzündəki,7
damla-damla,7
sudan,7
"etmək,",7
"mələkdir,",7
El,7
Xəta,7
Gözəllik,7
gözəlliyinə,7
ildırım,7
bilik,7
Kül,7
gözəlliyin,7
"bilmərəm,",7
ləlin,7
sirrinə,7
dodağına,7
Qəmin,7
qalar.,7
rüsvay,7
halından,7
xəbərsiz,7
şövqün,7
üzümü,7
Ciyərimin,7
"içib,",7
halına,7
solğun,7
"gecələr,",7
kimdir,7
yaşlı,7
"salmış,",7
ümidi,7
minnət,7
"saxla,",7
keç.,7
torpaqdan,7
"verən,",7
Ağlın,7
torpağından,7
icazə,7
"bədənim,",7
"üstündə,",7
səhərə,7
Könlünü,7
ləziz.,7
ölkə,7
tamah,7
görmədim,7
dur,7
fələyə,7
sonda,7
isbat,7
yaşlarım,7
bildim,7
qorxusundan,7
"rəqib,",7
"etmərəm,",7
seyrinə,7
"say,",7
"istəməz,",7
tutar.,7
qapında,7
zülmünü,7
cövr,7
böhtan,7
qələmi,7
mömin,7
"qandır,",7
günündə,7
el,7
"büt,",7
"tökər,",7
sifət,7
mehrab,7
görünən,7
göstərir.,7
yalançı,7
şərabından,7
bədəni,7
ud,7
Quru,7
Düşmənin,7
Bax,7
"xəbərsiz,",7
yükünü,7
sahib,7
ətəyindən,7
Fani,7
qılıncının,7
Dodaqların,7
lütfün,7
oyaq,7
büt,7
nələr,7
tökmək,7
alt-üst,7
Burada,7
faydası,7
Dördüncü,7
"güldü,",7
verirəm.,7
edirlər.,7
səsini,7
varmı?,7
karvan,7
fəsad,7
"verirəm,",7
"bilsən,",7
verə,7
söhbəti,7
diyara,7
başda,7
lap,7
Onları,7
dilim,7
cəza,7
aldı.,7
Züleyxa,7
sevinc,7
Aşiqlərin,7
bəladır,7
qaşların,7
qüdrət,7
dəyişdim.,7
riya,7
fəqirlik,7
etmişəm.,7
şərəfli,7
vermiş,7
müqəddəs,7
"gülü,",7
Məhşər,7
elmə,7
axar,7
xəyalına,7
həvəsi,7
havası,7
rəhmsiz,7
bar,7
könlümdə,7
tozundan,7
yaşımla,7
kəmər,7
oduyla,7
"qazan,",7
şəhəri,7
imam,7
bizdən,7
"gündən,",7
ahı,7
"gözü,",7
Əcəb,7
mane,7
haşa,7
arı,7
qəddin,7
"əfəndim,",7
sultanım!,7
qaşını,7
yoldaşı,7
hüsnün,7
şöləsi,7
insana,7
"gözəlim,",7
mübarək,7
xam,7
cisminə,7
etmişəm,7
hərarət,7
Haqqı,7
yanağın,7
əliylə,7
tapşırdım.,7
Dərdin,7
"qalmışam,",7
pərgar,7
fələkdən,7
Yaralı,7
sevgiliyə,7
Sərv,7
yanağına,7
insanların,7
atəşə,7
yanmış,7
Sözə,7
verdin.,7
gördün,7
"yoxdursa,",7
baxmaq,7
suda,7
Qəribə,7
"torpağa,",7
gülab,7
Qüdrət,7
dedilər:,7
Bağdad,7
"axır,",7
oxşayır.,7
İskəndər,7
"çəkməz,",7
evinə,7
lal,7
kimin,7
təbim,7
təəccüb,7
Kimin,7
Məsihin,7
"gəzir,",7
Ayağının,7
həlak,7
qəmlə,7
Arif,7
"həkim,",7
ulduzu,7
mənadan,7
olasan,7
nura,7
sərasər,7
İkinci,7
camdan,7
eşit,7
idim,7
"bir,",7
olanlar,7
dinini,7
"dərd,",7
adi,7
dostuna,7
"hara,",7
Ürəyimin,7
damla,7
şövqlə,7
əzəli,7
məclisdə,7
Aləmə,7
İslam,7
yerlə,7
harda,7
Göy,7
gözəldir,7
sor.,7
qanıma,7
"qopar,",7
ətəyini.,7
yazmışlar.,7
zinət,7
mənada,7
Görərsən,7
Cahan,7
büryan,7
Allahı,7
əlvan,7
vüsalın,7
istəməz,7
yandan,7
etməyən,7
halal,7
atan,7
"cavan,",7
çay,7
kimsənin,7
"dərman,",7
Şəkər,7
bəd,7
Dəli,7
meylə,7
görüncə,7
qoşunu,7
çatdı,7
"istədi,",7
"sonra,",7
"bürüdü,",7
şərbəti,7
cənnətin,7
vasil,7
şübhə,7
gətir,7
xəcil,7
Gözlərin,7
saçı,7
erməni.,7
Şeyx,7
"Get,",7
könlündə,7
bayram,7
Gözəlliyinə,7
Hiylə,7
"bilsin,",7
Surətinin,7
xoşdurmu?,7
qaməti,7
əhd,7
"həsrətindən,",7
giryan,7
yandı.,7
üçü,7
pərdəsiz,7
Həsrətindən,7
"Sevgilim,",7
xələt,7
"olmaram,",7
"ayım,",7
Əlidir.,7
İmam,7
hikmətlə,7
"eyləmə,",7
tapdı,7
yanıram.,7
Ala,7
gündüz,7
əfəndi.,7
uğrar.,7
gəlmişlərdənik.,7
"Cəfər,",7
öpüm.,7
gecələr.,7
Pul,7
siz,7
ata,7
tülkü,7
şir,7
Xan,7
bəyin,7
məktub,7
"Qazilər,",7
"gətirər,",7
dostlar,7
içrə,7
illər,7
Hatəm,7
maral,7
ilk,7
elmi,7
hörmətlə,7
tutan,7
Burda,7
Gəlib,7
təzədən,7
Bulud,7
səhər.,7
"şəkər,",7
edim?,7
qamətinə,7
tapınca.,7
küncündədir.,7
"gəldin,",7
Xətayi,7
get,7
"əlindən,",7
eyləmiş.,7
sənindir.,7
Ovçu,7
"gedərəm,",7
mənzilidir.,7
oturmuş.,7
tarix,7
fikirləri,7
imdad!,7
gəlibdir.,7
İsgəndər,7
"boylu,",7
"Vaqifi,",7
"kağızın,",7
nemətə,7
görmüşəm,7
kürk,7
yanı,7
düşərmi?,7
Rey,7
saxsı,7
Dostun,7
hümmət,7
Xaqanini,7
gülünü,6
Gülün,6
ağız,6
bədənimdə,6
tənəsindən,6
rəngə,6
dəlilik,6
qəmzənin,6
Doğru,6
axirət,6
Ayı,6
Sevgili,6
zülf,6
bunca,6
"təbib,",6
"açılmaz,",6
Xeyli,6
olmadan,6
nəm,6
"olmuşdu,",6
Məryəmin,6
əksini,6
surətini,6
yazmaq,6
Qəmdən,6
"yazıq,",6
çəkmiş,6
deyirdi,6
"istəyirəm,",6
sığmaz,6
gülüzlü,6
bəzm,6
bəzəyən,6
Qaranlıq,6
Nur,6
qarət,6
"atıb,",6
payız,6
bağın,6
ixtiyar,6
bihuş,6
təbiət,6
"Həqiqətən,",6
Cismim,6
Başım,6
çarəsiz,6
Dövr,6
"adətdir,",6
günlərində,6
minlərlə,6
dalğa,6
tövhid,6
"gözüm,",6
Səxavət,6
Qiyamət,6
dilinə,6
şəklinə,6
mirvari,6
mülkün,6
yağışı,6
Xalqın,6
etməklə,6
asiman,6
sarı,6
taxtına,6
Eşqi,6
oruc,6
savab,6
gözəlliyini,6
nəqşini,6
telinə,6
getsə,6
aciz,6
vardı.,6
şəkildə,6
nuş,6
sufi,6
təzim,6
"zövqünü,",6
etmədi,6
bəlası,6
desə,6
Halımı,6
təəccüblü,6
dərgahına,6
bədəndən,6
çıxır,6
açılır,6
cananı,6
cövhəri,6
fəda.,6
dildara,6
"çatar,",6
kül,6
Sizə,6
"dilər,",6
deyərlər.,6
fəqirə,6
"eşidib,",6
tale,6
Ümid,6
Əql,6
Məqsəd,6
şahidi,6
"Ah,",6
"bədən,",6
bəlasını,6
qeyrət,6
dedilər,6
şam.,6
"istəsə,",6
Ağzın,6
dildar,6
vəd,6
Gözün,6
dövrdə,6
tapmadım,6
İstərəm,6
cansız,6
dostum,6
Özümü,6
bağını,6
düşə,6
düşmüşəm,6
Şükr,6
"görə,",6
nurunu,6
ayrılığa,6
gələr.,6
cövlan,6
"töküb,",6
dün,6
peşman,6
var!,6
"gözlərim,",6
adama,6
fəryadım,6
"görmüşəm,",6
zövqündən,6
məqam,6
Xəttin,6
"Rəbbim,",6
"etmədin,",6
atəşli,6
Mümkün,6
şamına,6
gözəllərdən,6
düşmüş,6
Zəif,6
səfası,6
Dövrün,6
yuxu,6
ulduzları,6
"tacı,",6
üstündən,6
küncünü,6
salsa,6
qürurlu,6
tut!,6
ər,6
verdiyi,6
çək.,6
məlum,6
görünür,6
kədərli,6
həmsöhbət,6
Nalə,6
Dərdimin,6
dərin,6
rəvan,6
Gözəllər,6
xəstəyə,6
etmədi.,6
hicranının,6
qan.,6
əhvalını,6
"Səba,",6
sakin,6
ixtiyarım,6
üçün.,6
dini,6
çoxdan,6
axşamı,6
incisi,6
dağını,6
vurub,6
çölə,6
"ağıl,",6
sabah,6
Möhnət,6
yanıb,6
gövhərini,6
görsən,6
təklif,6
kəsdə,6
Gözümdə,6
fələkdə,6
dairə,6
rəqib,6
deyirlər,6
"görəndə,",6
şümşad,6
Tərk,6
qəmim,6
Tamam,6
umma,6
Əlindən,6
Başın,6
Kimə,6
Səhərin,6
qəmxar,6
iltifat,6
"durma,",6
Qorxum,6
padşahı,6
fəğanə,6
Ağzı,6
yesə,6
"ağ,",6
rənginə,6
paltar,6
zəmanənin,6
yem,6
cürbəcür,6
ifadə,6
lənət,6
"görmürəm,",6
Bağda,6
şükr,6
dadına,6
əfsanə,6
gözlərə,6
tab,6
sizin,6
Yusifə,6
evin,6
"vermədi,",6
nişanı,6
keç,6
Xızra,6
kainat,6
"xətadır,",6
nöqtə,6
yazı,6
Günəşə,6
"qoymaz,",6
toz,6
olanın,6
naləm,6
Quşlar,6
Fəqirlik,6
diyar,6
tikanı,6
heyrət,6
gətirdi,6
hikməti,6
aləmdən,6
ilham,6
Mustafanın,6
ümidim,6
şəhərində,6
"quşu,",6
olursa,6
tikana,6
ibrət,6
çırağı,6
Ney,6
Göylər,6
saqi,6
lazımdır.,6
Qırmızı,6
polad,6
Mələk,6
daşlar,6
tapar,6
qeyri.,6
bəzəyi,6
hicranın,6
salmışdır.,6
vüsalı,6
boynunda,6
"şam,",6
"tutsa,",6
cəhətdən,6
"zalım,",6
çənə,6
"edək,",6
"sənindir,",6
"halımı,",6
Qəmindən,6
tanış,6
"öldür,",6
tuş,6
cismim,6
oxundan,6
qəbrimin,6
büsbütün,6
bəlli,6
ahü,6
Göyün,6
müjdə,6
Ruzi,6
fəqir,6
aram,6
"şükür,",6
"əsirgəmə,",6
"görünər,",6
aynası,6
üryan,6
içinə,6
vüsalının,6
camına,6
feyzini,6
Vətən,6
ayrılığın,6
şeyin,6
oğru,6
ölü,6
"Vay,",6
düyün,6
dəyərini,6
kəramət,6
qəsdinə,6
"səsi,",6
içər,6
dönən,6
"səpər,",6
tüstü,6
niqabını,6
qısa,6
Bülbülün,6
pərdədən,6
işini,6
Sənsən,6
"müdam,",6
nagah,6
tutar,6
təsəlli,6
"dönər,",6
gəzər,6
salmaq,6
əsrin,6
bəsdir,6
Mərifət,6
"götürüb,",6
qıvrım,6
"çıxıb,",6
aləmini,6
"ney,",6
şahid,6
nəzərdən,6
külək,6
Əlində,6
"amma,",6
Ədalət,6
çatan,6
atının,6
yaşıllıq,6
axirətdə,6
nizam,6
susamış,6
hünər,6
sərməst,6
"nəzər,",6
gəmi,6
pənah,6
"onundur,",6
dilimdə,6
"ondan,",6
"onu,",6
göhər,6
taxtında,6
ürəyin,6
"gözəldir,",6
"artar,",6
səbrim,6
fikrindən,6
açılmış,6
edim.,6
təqdir,6
dedim:,6
istə,6
ver.,6
gününü,6
sirlər,6
Mütrüb,6
Yəmən,6
"üstə,",6
ulu,6
kənar,6
Yad,6
"vaxt,",6
"Müğənni,",6
Deyirlər,6
Dostluq,6
"uzaq,",6
oldun,6
vəslin,6
“Ey,6
qanım,6
çəkilib,6
çağı,6
versin,6
alov,6
uçub,6
"əzəldən,",6
vaxta,6
"sor,",6
"sənsiz,",6
Bizi,6
Rum,6
əlimə,6
Dərdim,6
"səba,",6
çiçək,6
başqasına,6
tutmuş,6
vurdu,6
yük,6
möminin,6
Qoca,6
Qaşınla,6
hakim,6
Hüsnünə,6
xalını,6
dodaqların,6
uğursuz,6
"""Bu",6
əhlindən,6
kölgəsində,6
qazanmaq,6
"surəti,",6
Afərin,6
adın,6
mələklər,6
"yeri,",6
"şübhəsiz,",6
oldular.,6
zənn,6
"olarsa,",6
"görməz,",6
düşməni,6
Nədən,6
varlığı,6
"qorxmaz,",6
körpə,6
həsəd,6
Uşaq,6
ucuz,6
vurar,6
yaratdı.,6
ikisinə,6
aləminə,6
Qaşların,6
Misrə,6
gözəlliyə,6
didar,6
boynuma,6
şəhrini,6
ürəyimi,6
filankəsin,6
gedər,6
kitabı,6
"nigar,",6
Bənövşə,6
Yanağın,6
Cahanın,6
Cəmalın,6
olanı,6
qiymətini,6
pəri.,6
yeganə,6
"gözləri,",6
çatdır,6
bəndə,6
olubdur.,6
səma,6
şan,6
"gərəkdir,",6
nurunun,6
"görər,",6
xaç,6
aşikar,6
ilə.,6
şəhərini,6
"qaldım,",6
ildə,6
"həbibim,",6
nadir,6
zar-zar,6
"baxmaram,",6
"ayı,",6
"mədəni,",6
"üzündür,",6
sənsən.,6
pərvaz,6
zühur,6
"çıx,",6
"yenə,",6
qoşun,6
"pərişan,",6
Küfr,6
ağlar,6
dal,6
suyundan,6
Ayrılığından,6
həqiqəti,6
Aləmin,6
gətirdi.,6
yarını,6
düşmənə,6
fələk.,6
qalır,6
gələ.,6
"aya,",6
tapmışam.,6
xəyala,6
Aşiqlər,6
Novruz,6
dan,6
"kaman,",6
"gəzdim,",6
şeyda,6
"olmusan,",6
oradadır.,6
"Şahım,",6
Qibləgahım,6
"Muhamməddir,",6
Kərbəla,6
yaz,6
Səadət,6
düşməz.,6
məqamı,6
"axdı,",6
tapdı.,6
dəyməz,6
ordu,6
dağlar,6
xaqan,6
"ağızlı,",6
"qıldı,",6
Beş,6
sultanı,6
gülər,6
Qış,6
kitab,6
xırda,6
Əziz,6
bayramı,6
Hərdən,6
"yanında,",6
"altında,",6
Kərəm,6
dağılsın.,6
"məndə,",6
"Zakir,",6
nəcib,6
yerində,6
Şirvana,6
bunlar,6
təki,6
oldu?,6
avam,6
atını,6
meydanında,6
"tamam,",6
axmaq,6
"bivəfa,",6
"düşəndə,",6
Möhkəm,6
"bahar,",6
"canına,",6
işində,6
səxavətli,6
Qarabağ,6
Əlli,6
Gündüz,6
gecəm,6
xoşuna,6
Natəvan,6
çıraq,6
Əldə,6
saçar,6
Qəlbim,6
Mənimlə,6
"Dədəm,",6
mürüvvət,6
Qalsın,6
"divanə,",6
məhəbbətə,6
gəlib.,6
rus,6
Bunun,6
M.Ə.,6
ərənlər.,6
ayrıldıq.,6
Yarım,6
aşiqəm.,6
boynuna,6
Ağa,6
başdan-başa,6
Aləm,6
evində.,6
verəsən,6
durmuş.,6
əfəndi!,6
"Nəhayət,",6
Şir,6
imdad.,6
dəvə,6
"etməyib,",6
gəlsin!,6
salar,6
Tülkü,6
cilovunu,6
"Yox,",6
Ömrüm,6
duz,6
Birinə,6
pişik,6
"alar,",6
elədi,6
yurdu,6
dosta,6
oyun,6
Ayna,6
laqeyd,5
iynə,5
salır,5
"açma,",5
"olsan,",5
yazılmış,5
sinəmin,5
Gözlərimdən,5
"baxıb,",5
Gözümü,5
şövqündən,5
şöhrət,5
Güzgü,5
bədənimi,5
nəzəri,5
Naz,5
Adəmə,5
"dərdin,",5
şöhrəti,5
etdiyin,5
etmiş.,5
başqası,5
"bağladı,",5
görüş,5
əmanət,5
sərxoş.,5
"camı,",5
"yoxsa,",5
xalqdan,5
ağzından,5
"çatıb,",5
"istərdim,",5
yükü,5
yollar,5
sinəmdə,5
"xəncəri,",5
bülbülü,5
Bədənim,5
küləyindən,5
zülmətində,5
Payız,5
meyvə,5
budağı,5
gülşənə,5
varsa.,5
şərabla,5
araya,5
"qədəh,",5
naxış,5
naxışlı,5
"Qısası,",5
süfrədə,5
malını,5
şövq,5
Xəbərsiz,5
əmrinə,5
sevincli,5
qəmdə,5
üzümə,5
etiraz,5
Eyş-işrət,5
edənlərə,5
Hal,5
qürur,5
məhrumiyyət,5
İmran,5
ova,5
edənə,5
kəsdən,5
ədalətli,5
"uca,",5
xasiyyətli,5
tökülən,5
kamilliyi,5
diri,5
əmin-amanlıq,5
haqsız,5
"etdikcə,",5
"düşdün,",5
qayğısını,5
surətinə,5
fikrini,5
yanda,5
havaya,5
ipini,5
canından,5
kövsər,5
Həmdəmim,5
Bəng,5
hekayət,5
Qönçənin,5
palçıq,5
xasiyyəti,5
xüsusi,5
diz,5
"istəyirdim,",5
məclisin,5
meyə,5
surətinin,5
Vəslinə,5
nəticəsi,5
öldürmək,5
"etdikdə,",5
Bədən,5
yoxdan,5
bazar,5
təqsir,5
görmüş,5
itə,5
Ayın,5
bəxt,5
gülzara,5
küçəsinin,5
şənlik,5
məqbul,5
ayaqdan,5
hərdəm,5
olsa.,5
dəmirdən,5
Yox,5
heyvanı,5
Çoxdur,5
enmiş,5
"bəladır,",5
bivəfa,5
"söylər,",5
"badə,",5
yoxa,5
"çıxır,",5
Bəxt,5
çətinlik,5
sadəlövh,5
"neyləyim,",5
dərdü,5
qamətini,5
Adətdir,5
ürəyini,5
küçəndə,5
çatmadı.,5
mehraba,5
Çoxdan,5
sadə,5
"çəkmərəm,",5
şeytanın,5
yaşının,5
həsrətlə,5
yaşına,5
zülmündən,5
möcüzəsi,5
Solğun,5
vədi,5
aşina,5
yaxşıdır.,5
qəmində,5
halımın,5
gülgün,5
doludur,5
bilirsən,5
xəbərin,5
qənaət,5
Şərabın,5
tutulmuş,5
nərgizə,5
əyləncə,5
Dünyadan,5
açmaq,5
taqət,5
doldu,5
"ahım,",5
fırlanan,5
nöqtəsi,5
yıxan,5
qədəhinin,5
səltənət,5
sinəm,5
"Məsələn,",5
"bəxt,",5
zatının,5
sahiblərinin,5
inkişaf,5
iddiası,5
kəşf,5
barmaq,5
lütfünü,5
çəkdi.,5
bağlama,5
"aldanma,",5
naləsi,5
günlər,5
Vəsl,5
"cənnət,",5
çəkdiyim,5
mübahisə,5
gördükdə,5
fəslində,5
daşını,5
güzgüdə,5
"qaldırdı,",5
Yalnız,5
qan-yaş,5
"əcəb,",5
bimar,5
faydasız,5
könüldə,5
zikri,5
sanar.,5
Ahım,5
"tapıb,",5
sözünün,5
nəfəsindən,5
abid,5
atəşinə,5
telini,5
"gözəllər,",5
"edin,",5
qərarım,5
dənizin,5
səhrada,5
görər,5
fərq,5
bəbəkləri,5
hacət,5
dəyərli,5
"axşam,",5
sinəli,5
xali,5
"edərsən,",5
tiğ,5
Başımın,5
bədənimdən,5
Bəla,5
dəyər,5
duman,5
məlamət,5
Kimi,5
"haqqı,",5
kar,5
Qəlbi,5
aydan,5
yuxudan,5
baxdıqca,5
